trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.001, 'e': 0.8336013404157353}",25,7,-13.60614844847875,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
184,False,"{'a': 0.001, 'e': 0.832768155737091}",20,0,-57.07322017119719,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
185,False,"{'a': 0.001, 'e': 0.8319358038266718}",30,0,-87.50679735849083,"{0: 19, 1: 6, 2: 4, 3: 0, 4: 1}",0
186,False,"{'a': 0.001, 'e': 0.8311042838521256}",25,0,-194.95367447560093,"{0: 12, 1: 2, 2: 8, 3: 0, 4: 3}",0
187,False,"{'a': 0.001, 'e': 0.8302735949819326}",20,0,-15.966701802977928,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
188,False,"{'a': 0.001, 'e': 0.8294437363854039}",35,0,-162.03333574097766,"{0: 24, 1: 1, 2: 6, 3: 2, 4: 2}",0
189,False,"{'a': 0.001, 'e': 0.8286147072326806}",25,0,-53.644059826435125,"{0: 18, 1: 5, 2: 1, 3: 0, 4: 1}",0
190,False,"{'a': 0.001, 'e': 0.8277865066947336}",25,0,-37.76845957109344,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
191,False,"{'a': 0.001, 'e': 0.8269591339433623}",25,2,-21.512466069896387,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 0}",1
192,False,"{'a': 0.001, 'e': 0.8261325881511938}",30,0,-105.59563896840214,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
193,False,"{'a': 0.001, 'e': 0.8253068684916823}",30,8,-150.20763314034315,"{0: 9, 1: 1, 2: 10, 3: 1, 4: 1}",1
194,False,"{'a': 0.001, 'e': 0.8244819741391082}",30,0,-154.10054236020758,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
195,False,"{'a': 0.001, 'e': 0.8236579042685769}",20,0,-74.57610108554056,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
196,False,"{'a': 0.001, 'e': 0.8228346580560184}",20,0,-90.02141949517491,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
197,False,"{'a': 0.001, 'e': 0.8220122346781865}",20,0,-72.06712101921197,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
198,False,"{'a': 0.001, 'e': 0.821190633312658}",30,0,-134.13123108235834,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
199,False,"{'a': 0.001, 'e': 0.8203698531378311}",25,0,-84.88081440989704,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
200,False,"{'a': 0.001, 'e': 0.8195498933329256}",30,0,-50.4031651644021,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
201,False,"{'a': 0.001, 'e': 0.8187307530779818}",20,0,-57.193572819075854,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
202,False,"{'a': 0.001, 'e': 0.8179124315538594}",25,6,-20.56241135800901,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
203,False,"{'a': 0.001, 'e': 0.8170949279422366}",20,0,-145.8828154299762,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 3}",1
204,False,"{'a': 0.001, 'e': 0.8162782414256099}",25,0,-186.88531043739152,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
205,False,"{'a': 0.001, 'e': 0.8154623711872927}",35,3,-205.2017562826674,"{0: 14, 1: 3, 2: 11, 3: 3, 4: 1}",1
206,False,"{'a': 0.001, 'e': 0.8146473164114145}",30,0,-96.03114418896321,"{0: 17, 1: 2, 2: 11, 3: 0, 4: 0}",0
207,False,"{'a': 0.001, 'e': 0.8138330762829207}",25,0,-91.93012133103394,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
208,False,"{'a': 0.001, 'e': 0.813019649987571}",25,14,-15.816371566423665,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
209,False,"{'a': 0.001, 'e': 0.812207036711939}",30,11,-40.63679621170784,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
210,False,"{'a': 0.001, 'e': 0.8113952356434114}",25,0,-55.271759867009685,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
211,False,"{'a': 0.001, 'e': 0.8105842459701871}",30,0,-201.92615986591719,"{0: 19, 1: 1, 2: 4, 3: 3, 4: 3}",0
212,False,"{'a': 0.001, 'e': 0.8097740668812763}",20,0,-148.72058421499452,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
213,False,"{'a': 0.001, 'e': 0.8089646975664998}",25,0,-28.61520896852578,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
214,False,"{'a': 0.001, 'e': 0.8081561372164884}",25,0,-104.59182031949047,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",1
215,False,"{'a': 0.001, 'e': 0.8073483850226815}",20,0,-46.65784084602644,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
216,False,"{'a': 0.001, 'e': 0.8065414401773269}",25,0,-59.226518288819705,"{0: 17, 1: 6, 2: 1, 3: 0, 4: 1}",0
217,False,"{'a': 0.001, 'e': 0.8057353018734796}",20,0,-38.488670640480365,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
218,False,"{'a': 0.001, 'e': 0.8049299693050015}",35,7,-45.27401654716506,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 0}",1
219,False,"{'a': 0.001, 'e': 0.8041254416665596}",20,0,-96.29486895138594,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
220,False,"{'a': 0.001, 'e': 0.8033217181536265}",25,0,-85.79166866456127,"{0: 17, 1: 1, 2: 4, 3: 3, 4: 0}",0
221,False,"{'a': 0.001, 'e': 0.8025187979624785}",35,19,-135.28399570791964,"{0: 8, 1: 1, 2: 4, 3: 1, 4: 2}",1
222,False,"{'a': 0.001, 'e': 0.8017166802901953}",25,0,-165.25386691868,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
223,False,"{'a': 0.001, 'e': 0.8009153643346592}",30,0,-167.78547208019918,"{0: 20, 1: 3, 2: 2, 3: 2, 4: 3}",0
224,False,"{'a': 0.001, 'e': 0.8001148492945541}",20,0,-154.57952278106956,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
225,False,"{'a': 0.001, 'e': 0.7993151343693651}",25,0,-112.55219220530219,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
226,False,"{'a': 0.001, 'e': 0.7985162187593771}",20,0,1.5405421683586509,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
227,False,"{'a': 0.001, 'e': 0.7977181016656743}",25,0,-58.19240038874348,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
228,False,"{'a': 0.001, 'e': 0.7969207822901396}",20,0,-160.79568845977417,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 4}",0
229,False,"{'a': 0.001, 'e': 0.7961242598354538}",25,0,-154.86217532480777,"{0: 11, 1: 9, 2: 2, 3: 1, 4: 2}",0
230,False,"{'a': 0.001, 'e': 0.7953285335050939}",20,0,-65.85005507319704,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
231,False,"{'a': 0.001, 'e': 0.794533602503334}",35,15,-14.012768138556307,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
232,False,"{'a': 0.001, 'e': 0.7937394660352427}",30,0,-152.32093255716094,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
233,False,"{'a': 0.001, 'e': 0.7929461233066837}",30,8,-49.89245642232966,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 0}",1
234,False,"{'a': 0.001, 'e': 0.792153573524314}",20,6,18.24167633567132,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.001, 'e': 0.7913618158955839}",25,0,-106.69011009429506,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
236,False,"{'a': 0.001, 'e': 0.7905708496287356}",30,0,-130.5090826909123,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
237,False,"{'a': 0.001, 'e': 0.7897806739328027}",25,0,-78.27658987320655,"{0: 17, 1: 2, 2: 3, 3: 3, 4: 0}",0
238,False,"{'a': 0.001, 'e': 0.7889912880176096}",30,2,-105.30032120674765,"{0: 20, 1: 1, 2: 3, 3: 3, 4: 1}",1
239,False,"{'a': 0.001, 'e': 0.7882026910937704}",20,0,-23.974982934389256,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
240,False,"{'a': 0.001, 'e': 0.7874148823726879}",25,0,-16.389934334209773,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
241,False,"{'a': 0.001, 'e': 0.7866278610665535}",20,0,-58.31968157219116,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
242,False,"{'a': 0.001, 'e': 0.7858416263883455}",35,0,-49.34599067183639,"{0: 26, 1: 3, 2: 6, 3: 0, 4: 0}",0
243,False,"{'a': 0.001, 'e': 0.7850561775518295}",25,0,-113.88855973963365,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
244,False,"{'a': 0.001, 'e': 0.7842715137715565}",20,0,-58.122878932426694,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
245,False,"{'a': 0.001, 'e': 0.7834876342628625}",30,0,-50.346684787543126,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
246,False,"{'a': 0.001, 'e': 0.7827045382418681}",25,8,-66.99904203139197,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 1}",1
247,False,"{'a': 0.001, 'e': 0.7819222249254772}",25,0,-117.96549486177041,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
248,False,"{'a': 0.001, 'e': 0.7811406935313765}",30,6,-112.29451606621285,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 2}",1
249,False,"{'a': 0.001, 'e': 0.7803599432780343}",20,0,-15.222718512897059,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
250,False,"{'a': 0.001, 'e': 0.7795799733847004}",20,0,-103.59098927042947,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
251,False,"{'a': 0.001, 'e': 0.7788007830714049}",20,0,-6.355293238348677,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
252,False,"{'a': 0.001, 'e': 0.7780223715589573}",20,0,-138.63566887571275,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
253,False,"{'a': 0.001, 'e': 0.7772447380689461}",25,7,-33.25485635134218,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
254,False,"{'a': 0.001, 'e': 0.7764678818237378}",20,9,-5.274118773387561,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
255,False,"{'a': 0.001, 'e': 0.775691802046476}",20,0,-100.39629787228898,"{0: 10, 1: 4, 2: 3, 3: 3, 4: 0}",0
256,False,"{'a': 0.001, 'e': 0.774916497961081}",25,0,-196.7350943330913,"{0: 14, 1: 1, 2: 5, 3: 2, 4: 3}",0
257,False,"{'a': 0.001, 'e': 0.7741419687922484}",25,4,-69.11659960935158,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 1}",1
258,False,"{'a': 0.001, 'e': 0.7733682137654491}",20,0,-84.89334154449452,"{0: 9, 1: 5, 2: 5, 3: 1, 4: 0}",0
259,False,"{'a': 0.001, 'e': 0.772595232106928}",20,7,-33.28986722788154,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
260,False,"{'a': 0.001, 'e': 0.7718230230437034}",30,0,-69.33056123980535,"{0: 20, 1: 2, 2: 8, 3: 0, 4: 0}",0
261,False,"{'a': 0.001, 'e': 0.7710515858035663}",25,0,-184.64336779210322,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
262,False,"{'a': 0.001, 'e': 0.7702809196150792}",20,0,-56.04330094223607,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
263,False,"{'a': 0.001, 'e': 0.7695110237075758}",30,0,-152.36147420413343,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
264,False,"{'a': 0.001, 'e': 0.7687418973111603}",25,6,-48.4948764330112,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 0}",1
265,False,"{'a': 0.001, 'e': 0.7679735396567061}",20,3,-7.030015732353056,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.001, 'e': 0.7672059499758557}",20,0,-114.62588339742072,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
267,False,"{'a': 0.001, 'e': 0.7664391275010192}",25,6,-99.29612569710211,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 2}",1
268,False,"{'a': 0.001, 'e': 0.7656730714653739}",20,0,-50.78841244476319,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
269,False,"{'a': 0.001, 'e': 0.764907781102864}",25,0,-65.19738917471462,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
270,False,"{'a': 0.001, 'e': 0.764143255648199}",30,1,-119.58821010905952,"{0: 20, 1: 3, 2: 3, 3: 1, 4: 2}",1
271,False,"{'a': 0.001, 'e': 0.7633794943368531}",20,0,-55.55961729185787,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
272,False,"{'a': 0.001, 'e': 0.7626164964050653}",20,0,-69.17612334586627,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
273,False,"{'a': 0.001, 'e': 0.7618542610898376}",25,0,-60.99252004010172,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
274,False,"{'a': 0.001, 'e': 0.7610927876289343}",20,12,-89.07368737829685,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 2}",1
275,False,"{'a': 0.001, 'e': 0.7603320752608821}",25,0,-31.787980146887747,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
276,False,"{'a': 0.001, 'e': 0.7595721232249685}",20,0,-52.20415090619992,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
277,False,"{'a': 0.001, 'e': 0.7588129307612413}",25,0,-72.98422856057769,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
278,False,"{'a': 0.001, 'e': 0.7580544971105083}",25,0,-70.99336764954566,"{0: 16, 1: 6, 2: 2, 3: 0, 4: 1}",0
279,False,"{'a': 0.001, 'e': 0.7572968215143355}",20,7,-30.55173878965196,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
280,False,"{'a': 0.001, 'e': 0.7565399032150474}",20,0,-82.46374908196331,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
281,False,"{'a': 0.001, 'e': 0.7557837414557255}",25,0,-88.15843363712563,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",1
282,False,"{'a': 0.001, 'e': 0.755028335480208}",20,0,-92.32993508416112,"{0: 10, 1: 6, 2: 2, 3: 1, 4: 1}",0
283,False,"{'a': 0.001, 'e': 0.754273684533089}",25,0,-122.44960717530873,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
284,False,"{'a': 0.001, 'e': 0.7535197878597172}",20,0,-55.47958396460153,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
285,False,"{'a': 0.001, 'e': 0.7527666447061963}",30,14,14.973671188112364,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.001, 'e': 0.7520142543193826}",20,10,-33.58137378948046,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
287,False,"{'a': 0.001, 'e': 0.751262615946886}",25,0,-123.25880972652195,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
288,False,"{'a': 0.001, 'e': 0.750511728837068}",20,6,-57.99813666850784,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
289,False,"{'a': 0.001, 'e': 0.7497615922390413}",20,13,0.6372890695996671,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.001, 'e': 0.7490122054026693}",20,0,-90.90570118856404,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
291,False,"{'a': 0.001, 'e': 0.7482635675785653}",30,23,-10.392445141792201,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
292,False,"{'a': 0.001, 'e': 0.747515678018091}",25,2,-158.85847242859126,"{0: 12, 1: 2, 2: 5, 3: 2, 4: 2}",1
293,False,"{'a': 0.001, 'e': 0.7467685359733571}",25,0,-105.28862346538732,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
294,False,"{'a': 0.001, 'e': 0.7460221406972215}",20,0,-43.00170606478209,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
295,False,"{'a': 0.001, 'e': 0.7452764914432887}",35,0,-157.06475577887383,"{0: 23, 1: 3, 2: 5, 3: 2, 4: 2}",0
296,False,"{'a': 0.001, 'e': 0.7445315874659094}",25,4,-62.35196855749738,"{0: 14, 1: 2, 2: 3, 3: 2, 4: 0}",1
297,False,"{'a': 0.001, 'e': 0.7437874280201796}",20,0,-90.43339349755418,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
298,False,"{'a': 0.001, 'e': 0.7430440123619398}",25,0,-143.77909789740016,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
299,False,"{'a': 0.001, 'e': 0.7423013397477743}",20,0,-48.0748076195912,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
300,False,"{'a': 0.001, 'e': 0.7415594094350105}",30,0,-157.54230626862707,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
301,False,"{'a': 0.001, 'e': 0.7408182206817179}",25,0,-10.894712587075306,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
302,False,"{'a': 0.001, 'e': 0.7400777727467076}",20,3,-76.42429138952842,"{0: 11, 1: 3, 2: 0, 3: 2, 4: 1}",1
303,False,"{'a': 0.001, 'e': 0.7393380648895319}",20,0,-18.3259646600829,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
304,False,"{'a': 0.001, 'e': 0.7385990963704826}",20,13,-65.15343253314877,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 1}",1
305,False,"{'a': 0.001, 'e': 0.7378608664505911}",25,0,-95.64986263702187,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
306,False,"{'a': 0.001, 'e': 0.7371233743916278}",20,4,-53.15058475693735,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
307,False,"{'a': 0.001, 'e': 0.7363866194561001}",20,0,-12.422738744834984,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
308,False,"{'a': 0.001, 'e': 0.7356506009072533}",20,0,-128.5387221966348,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
309,False,"{'a': 0.001, 'e': 0.7349153180090687}",20,0,-92.36384200844921,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
310,False,"{'a': 0.001, 'e': 0.7341807700262634}",25,0,-99.92109674876308,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
311,False,"{'a': 0.001, 'e': 0.7334469562242892}",20,0,-16.468287492142316,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
312,False,"{'a': 0.001, 'e': 0.7327138758693325}",20,0,-73.17335050819203,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
313,False,"{'a': 0.001, 'e': 0.7319815282283126}",25,15,-24.490303897083,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
314,False,"{'a': 0.001, 'e': 0.731249912568882}",25,0,-41.04130545758168,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
315,False,"{'a': 0.001, 'e': 0.7305190281594249}",25,0,-109.08225636978885,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
316,False,"{'a': 0.001, 'e': 0.7297888742690568}",30,0,-48.9913455058336,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
317,False,"{'a': 0.001, 'e': 0.7290594501676237}",30,0,-166.57558639485507,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
318,False,"{'a': 0.001, 'e': 0.7283307551257017}",20,0,16.39495120530338,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
319,False,"{'a': 0.001, 'e': 0.7276027884145955}",30,4,-97.02359920786536,"{0: 14, 1: 7, 2: 4, 3: 0, 4: 1}",1
320,False,"{'a': 0.001, 'e': 0.7268755493063382}",20,0,-151.4084586814461,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
321,False,"{'a': 0.001, 'e': 0.7261490370736909}",20,0,-93.01560365658813,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
322,False,"{'a': 0.001, 'e': 0.7254232509901412}",25,6,-59.32670453521285,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
323,False,"{'a': 0.001, 'e': 0.7246981903299029}",20,0,-39.33057004482833,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
324,False,"{'a': 0.001, 'e': 0.7239738543679153}",20,6,-71.83026389244384,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
325,False,"{'a': 0.001, 'e': 0.7232502423798424}",20,0,-34.10926204523974,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
326,False,"{'a': 0.001, 'e': 0.7225273536420722}",25,0,-163.96557678174577,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
327,False,"{'a': 0.001, 'e': 0.7218051874317158}",20,0,-15.793940335735734,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
328,False,"{'a': 0.001, 'e': 0.721083743026607}",25,0,-175.00480315496222,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
329,False,"{'a': 0.001, 'e': 0.7203630197053014}",25,0,-53.733705755916,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
330,False,"{'a': 0.001, 'e': 0.7196430167470754}",30,0,-134.90821784651163,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
331,False,"{'a': 0.001, 'e': 0.7189237334319262}",20,0,-139.59910266301245,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
332,False,"{'a': 0.001, 'e': 0.7182051690405703}",25,0,-89.96096037399849,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
333,False,"{'a': 0.001, 'e': 0.7174873228544433}",35,0,-172.03992425643494,"{0: 22, 1: 2, 2: 7, 3: 2, 4: 2}",0
334,False,"{'a': 0.001, 'e': 0.716770194155699}",35,2,-85.07947180211109,"{0: 27, 1: 1, 2: 3, 3: 0, 4: 2}",1
335,False,"{'a': 0.001, 'e': 0.7160537822272085}",25,0,-132.5667312588505,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
336,False,"{'a': 0.001, 'e': 0.7153380863525599}",20,0,-48.75562313156787,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
337,False,"{'a': 0.001, 'e': 0.7146231058160573}",20,0,-50.069660566420964,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
338,False,"{'a': 0.001, 'e': 0.71390883990272}",20,5,-34.5983673949373,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
339,False,"{'a': 0.001, 'e': 0.7131952878982822}",30,12,-67.76301400792127,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 2}",1
340,False,"{'a': 0.001, 'e': 0.7124824490891918}",20,0,-15.354783974302089,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
341,False,"{'a': 0.001, 'e': 0.7117703227626097}",20,0,-101.4683681208255,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
342,False,"{'a': 0.001, 'e': 0.7110589082064097}",20,0,-71.34133104008703,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
343,False,"{'a': 0.001, 'e': 0.7103482047091773}",20,0,-101.13256873072375,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
344,False,"{'a': 0.001, 'e': 0.7096382115602087}",30,0,-77.06781568372455,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
345,False,"{'a': 0.001, 'e': 0.7089289280495107}",25,3,-17.809501303171558,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 0}",1
346,False,"{'a': 0.001, 'e': 0.7082203534678}",25,0,-150.73750339105402,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
347,False,"{'a': 0.001, 'e': 0.7075124871065017}",35,7,-120.39162091505881,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 2}",1
348,False,"{'a': 0.001, 'e': 0.7068053282577494}",25,0,-68.75913475524479,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
349,False,"{'a': 0.001, 'e': 0.7060988762143844}",35,9,-87.78640939121311,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 1}",1
350,False,"{'a': 0.001, 'e': 0.7053931302699543}",20,0,-131.83263846544176,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
351,False,"{'a': 0.001, 'e': 0.7046880897187134}",25,0,-92.19629920612911,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
352,False,"{'a': 0.001, 'e': 0.7039837538556208}",25,7,-15.55491715297756,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
353,False,"{'a': 0.001, 'e': 0.7032801219763409}",20,0,-33.64593468366294,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
354,False,"{'a': 0.001, 'e': 0.7025771933772416}",20,0,-13.638342949026022,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
355,False,"{'a': 0.001, 'e': 0.701874967355394}",20,3,-0.10780779735927437,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
356,False,"{'a': 0.001, 'e': 0.7011734432085724}",25,14,1.0694740829395626,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.001, 'e': 0.7004726202352524}",20,0,-61.80220092502373,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
358,False,"{'a': 0.001, 'e': 0.699772497734611}",30,18,-87.13917848125858,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
359,False,"{'a': 0.001, 'e': 0.6990730750065257}",35,0,-109.56461614451688,"{0: 25, 1: 4, 2: 4, 3: 0, 4: 2}",0
360,False,"{'a': 0.001, 'e': 0.6983743513515736}",25,0,-7.435825161243024,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
361,False,"{'a': 0.001, 'e': 0.697676326071031}",35,10,-42.68069277782962,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",1
362,False,"{'a': 0.001, 'e': 0.6969789984668727}",25,11,-3.795415193623284,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
363,False,"{'a': 0.001, 'e': 0.696282367841771}",25,7,-8.673958089161976,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
364,False,"{'a': 0.001, 'e': 0.6955864334990951}",20,3,-49.62786837183585,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
365,False,"{'a': 0.001, 'e': 0.6948911947429106}",20,0,-4.915903681138074,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
366,False,"{'a': 0.001, 'e': 0.6941966508779789}",25,15,-41.15961365752075,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
