trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1969,False,"{'a': 0.001, 'e': 0.13973604902722894}",30,14,26.990204936498017,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1970,False,"{'a': 0.001, 'e': 0.1395963828229427}",25,0,-41.54326490840934,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
1971,False,"{'a': 0.001, 'e': 0.13945685621505094}",30,0,31.068273782728113,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
1972,False,"{'a': 0.001, 'e': 0.13931746906402698}",20,3,-28.539492481950525,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1973,False,"{'a': 0.001, 'e': 0.13917822123048373}",20,12,15.672268592150566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1974,False,"{'a': 0.001, 'e': 0.13903911257517326}",20,7,13.381423284479256,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1975,False,"{'a': 0.001, 'e': 0.138900142958987}",30,12,-63.35196494503817,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
1976,False,"{'a': 0.001, 'e': 0.13876131224295524}",20,1,14.160082202167132,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1977,False,"{'a': 0.001, 'e': 0.13862262028824732}",25,15,19.220577784280586,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1978,False,"{'a': 0.001, 'e': 0.13848406695617121}",25,13,7.008227278533189,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1979,False,"{'a': 0.001, 'e': 0.13834565210817362}",25,8,-8.881024684881625,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1980,False,"{'a': 0.001, 'e': 0.13820737560583965}",30,17,22.560428367322313,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1981,False,"{'a': 0.001, 'e': 0.13806923731089282}",20,0,29.590875647978365,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1982,False,"{'a': 0.001, 'e': 0.13793123708519478}",30,14,27.36633026735425,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1983,False,"{'a': 0.001, 'e': 0.13779337479074535}",25,13,1.1964865004487135,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1984,False,"{'a': 0.001, 'e': 0.13765565028968216}",20,0,30.37416986160704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1985,False,"{'a': 0.001, 'e': 0.13751806344428075}",25,0,14.291608642944503,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
1986,False,"{'a': 0.001, 'e': 0.13738061411695424}",25,2,31.735795406993645,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1987,False,"{'a': 0.001, 'e': 0.13724330217025332}",20,14,13.709091955245261,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1988,False,"{'a': 0.001, 'e': 0.13710612746686596}",20,12,5.2560605372762215,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1989,False,"{'a': 0.001, 'e': 0.13696908986961753}",25,17,-31.143645514607773,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
1990,False,"{'a': 0.001, 'e': 0.13683218924147036}",20,0,27.35388196748422,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1991,False,"{'a': 0.001, 'e': 0.13669542544552385}",20,13,10.23461953183284,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1992,False,"{'a': 0.001, 'e': 0.13655879834501417}",20,13,12.132995277168309,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1993,False,"{'a': 0.001, 'e': 0.13642230780331424}",20,0,14.592892504054383,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1994,False,"{'a': 0.001, 'e': 0.13628595368393343}",30,16,18.604506821577612,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1995,False,"{'a': 0.001, 'e': 0.1361497358505177}",25,7,20.866531884280278,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1996,False,"{'a': 0.001, 'e': 0.13601365416684916}",20,0,21.200736528075723,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1997,False,"{'a': 0.001, 'e': 0.13587770849684613}",30,13,23.804463959541888,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1998,False,"{'a': 0.001, 'e': 0.13574189870456288}",25,15,18.30239035950757,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1999,False,"{'a': 0.001, 'e': 0.1356062246541897}",25,2,15.107556303100981,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
2000,False,"{'a': 0.001, 'e': 0.13547068621005243}",25,17,15.36438111278188,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2001,False,"{'a': 0.001, 'e': 0.1353352832366127}",20,8,17.174459375056767,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2002,False,"{'a': 0.001, 'e': 0.13520001559846748}",35,21,24.61796525717483,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2003,False,"{'a': 0.001, 'e': 0.13506488316034906}",25,6,10.108975613317323,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
2004,False,"{'a': 0.001, 'e': 0.13492988578712511}",20,10,19.77364919834647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2005,False,"{'a': 0.001, 'e': 0.1347950233437982}",20,8,19.13159737739953,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2006,False,"{'a': 0.001, 'e': 0.13466029569550586}",35,18,29.912451639142418,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2007,False,"{'a': 0.001, 'e': 0.1345257027075204}",20,13,-9.154856466656401,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
2008,False,"{'a': 0.001, 'e': 0.1343912442452489}",30,8,25.8285989902614,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2009,False,"{'a': 0.001, 'e': 0.13425692017423285}",30,10,35.43285820564391,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2010,False,"{'a': 0.001, 'e': 0.13412273036014816}",20,12,16.687579235416475,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2011,False,"{'a': 0.001, 'e': 0.13398867466880493}",25,15,-25.339518791758287,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2012,False,"{'a': 0.001, 'e': 0.13385475296614763}",25,4,-11.9193865538504,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
2013,False,"{'a': 0.001, 'e': 0.1337209651182544}",25,19,11.407603398343007,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2014,False,"{'a': 0.001, 'e': 0.13358731099133747}",30,0,27.0750636185422,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
2015,False,"{'a': 0.001, 'e': 0.1334537904517426}",25,19,-0.33269444022538663,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2016,False,"{'a': 0.001, 'e': 0.13332040336594936}",25,8,19.61918591370864,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2017,False,"{'a': 0.001, 'e': 0.1331871496005706}",25,3,27.800822944003748,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2018,False,"{'a': 0.001, 'e': 0.13305402902235253}",30,9,-8.6954175817743,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
2019,False,"{'a': 0.001, 'e': 0.13292104149817452}",20,6,15.297736741411645,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2020,False,"{'a': 0.001, 'e': 0.13278818689504915}",25,14,9.820514585751226,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2021,False,"{'a': 0.001, 'e': 0.13265546508012172}",25,8,-0.9205193012881321,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
2022,False,"{'a': 0.001, 'e': 0.13252287592067044}",30,20,18.560278567450407,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2023,False,"{'a': 0.001, 'e': 0.13239041928410605}",35,25,17.582641987355444,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2024,False,"{'a': 0.001, 'e': 0.13225809503797206}",35,3,37.75660177463139,"{0: 30, 1: 2, 2: 0, 3: 0, 4: 0}",1
2025,False,"{'a': 0.001, 'e': 0.1321259030499441}",20,14,13.55903861534276,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2026,False,"{'a': 0.001, 'e': 0.13199384318783022}",25,14,20.647716026664334,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2027,False,"{'a': 0.001, 'e': 0.13186191531957048}",20,12,12.970422488161658,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2028,False,"{'a': 0.001, 'e': 0.13173011931323708}",25,11,8.309669916952718,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2029,False,"{'a': 0.001, 'e': 0.131598455037034}",20,13,13.867559027149058,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2030,False,"{'a': 0.001, 'e': 0.13146692235929688}",20,6,15.619096092005666,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2031,False,"{'a': 0.001, 'e': 0.13133552114849303}",25,15,18.777164141840373,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2032,False,"{'a': 0.001, 'e': 0.13120425127322136}",25,16,7.400610758136654,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2033,False,"{'a': 0.001, 'e': 0.13107311260221188}",20,12,17.129499899997995,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2034,False,"{'a': 0.001, 'e': 0.13094210500432593}",20,13,10.243078940604754,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2035,False,"{'a': 0.001, 'e': 0.13081122834855582}",25,17,15.453673286971913,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2036,False,"{'a': 0.001, 'e': 0.13068048250402503}",25,5,23.254853256341036,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2037,False,"{'a': 0.001, 'e': 0.13054986733998764}",20,16,5.328213477446571,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2038,False,"{'a': 0.001, 'e': 0.13041938272582848}",20,6,24.43023841377518,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2039,False,"{'a': 0.001, 'e': 0.13028902853106283}",25,3,16.660264934967937,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
2040,False,"{'a': 0.001, 'e': 0.13015880462533663}",20,16,8.492092636212533,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2041,False,"{'a': 0.001, 'e': 0.1300287108784259}",20,14,10.020201294746416,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2042,False,"{'a': 0.001, 'e': 0.12989874716023692}",25,4,-22.30522423465779,"{0: 17, 1: 2, 2: 0, 3: 2, 4: 0}",1
2043,False,"{'a': 0.001, 'e': 0.1297689133408058}",25,0,37.71986432410108,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
2044,False,"{'a': 0.001, 'e': 0.12963920929029896}",20,5,30.26412574540035,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2045,False,"{'a': 0.001, 'e': 0.12950963487901218}",25,0,32.7048683927935,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2046,False,"{'a': 0.001, 'e': 0.12938018997737108}",20,0,28.76956206058679,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2047,False,"{'a': 0.001, 'e': 0.12925087445593067}",25,18,13.979474946595541,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2048,False,"{'a': 0.001, 'e': 0.12912168818537556}",25,12,1.1733489826058396,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
2049,False,"{'a': 0.001, 'e': 0.1289926310365194}",25,12,23.43483159486197,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2050,False,"{'a': 0.001, 'e': 0.12886370288030502}",25,16,6.486762203529902,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2051,False,"{'a': 0.001, 'e': 0.12873490358780423}",20,14,10.909498977520713,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2052,False,"{'a': 0.001, 'e': 0.12860623303021773}",25,0,-9.373054548782664,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
2053,False,"{'a': 0.001, 'e': 0.12847769107887502}",20,10,19.802740732982006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2054,False,"{'a': 0.001, 'e': 0.12834927760523412}",25,15,20.289372985110045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2055,False,"{'a': 0.001, 'e': 0.1282209924808815}",30,14,27.936273550840035,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2056,False,"{'a': 0.001, 'e': 0.12809283557753198}",30,18,21.174658508528548,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2057,False,"{'a': 0.001, 'e': 0.1279648067670288}",25,9,27.75705663528593,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2058,False,"{'a': 0.001, 'e': 0.12783690592134303}",25,17,13.911787472087097,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2059,False,"{'a': 0.001, 'e': 0.12770913291257383}",20,11,13.84966583616919,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2060,False,"{'a': 0.001, 'e': 0.12758148761294813}",30,15,-18.64713192635696,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
2061,False,"{'a': 0.001, 'e': 0.12745396989482075}",25,10,23.28312908463863,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2062,False,"{'a': 0.001, 'e': 0.12732657963067387}",25,0,-7.87848065697087,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
2063,False,"{'a': 0.001, 'e': 0.1271993166931172}",20,8,20.278335416683905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2064,False,"{'a': 0.001, 'e': 0.12707218095488781}",20,9,21.990300564702455,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2065,False,"{'a': 0.001, 'e': 0.12694517228885002}",20,12,15.471846896719455,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2066,False,"{'a': 0.001, 'e': 0.1268182905679951}",30,18,21.153271859078952,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2067,False,"{'a': 0.001, 'e': 0.1266915356654413}",25,10,6.079242499587313,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
2068,False,"{'a': 0.001, 'e': 0.12656490745443366}",20,10,15.938723452201323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2069,False,"{'a': 0.001, 'e': 0.1264384058083441}",30,12,35.942501526352366,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2070,False,"{'a': 0.001, 'e': 0.12631203060067087}",25,0,30.607037429436406,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
2071,False,"{'a': 0.001, 'e': 0.12618578170503877}",20,10,-1.5235283349006963,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
2072,False,"{'a': 0.001, 'e': 0.12605965899519883}",25,13,6.206557220065319,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2073,False,"{'a': 0.001, 'e': 0.12593366234502845}",25,5,32.85922874831564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2074,False,"{'a': 0.001, 'e': 0.12580779162853092}",20,0,-16.4633847085586,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2075,False,"{'a': 0.001, 'e': 0.1256820467198355}",25,13,19.62392208860631,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2076,False,"{'a': 0.001, 'e': 0.1255564274931972}",30,20,-19.46625242244855,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2077,False,"{'a': 0.001, 'e': 0.12543093382299692}",25,7,-3.9763527271069092,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
2078,False,"{'a': 0.001, 'e': 0.12530556558374092}",25,4,8.124576777007244,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
2079,False,"{'a': 0.001, 'e': 0.12518032265006093}",25,14,15.951269377224886,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2080,False,"{'a': 0.001, 'e': 0.12505520489671398}",30,23,13.642136898156908,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2081,False,"{'a': 0.001, 'e': 0.12493021219858241}",25,17,15.474299865131616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2082,False,"{'a': 0.001, 'e': 0.12480534443067345}",20,12,5.871084841596243,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2083,False,"{'a': 0.001, 'e': 0.12468060146811931}",20,2,26.667161830773885,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2084,False,"{'a': 0.001, 'e': 0.12455598318617699}",25,12,-4.399838727390705,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
2085,False,"{'a': 0.001, 'e': 0.12443148946022826}",25,12,9.861357828952022,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2086,False,"{'a': 0.001, 'e': 0.12430712016577938}",20,5,21.767622057631232,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2087,False,"{'a': 0.001, 'e': 0.12418287517846102}",30,17,-7.492355299704553,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
2088,False,"{'a': 0.001, 'e': 0.12405875437402814}",20,0,16.921789800024232,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2089,False,"{'a': 0.001, 'e': 0.12393475762836002}",25,11,25.327015480558934,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2090,False,"{'a': 0.001, 'e': 0.12381088481745986}",20,0,4.225921307901043,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
2091,False,"{'a': 0.001, 'e': 0.12368713581745483}",20,10,22.059546029810456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2092,False,"{'a': 0.001, 'e': 0.12356351050459588}",20,11,-7.604897448578804,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
2093,False,"{'a': 0.001, 'e': 0.12344000875525778}",20,1,20.37898044341881,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
2094,False,"{'a': 0.001, 'e': 0.12331663044593871}",20,6,9.931885167615158,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2095,False,"{'a': 0.001, 'e': 0.12319337545326038}",30,9,-1.8070612692336958,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
2096,False,"{'a': 0.001, 'e': 0.12307024365396771}",20,8,5.539964106987052,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2097,False,"{'a': 0.001, 'e': 0.122947234924929}",35,8,44.70888574388879,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
2098,False,"{'a': 0.001, 'e': 0.12282434914313546}",25,6,-56.777193479848044,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 2}",1
2099,False,"{'a': 0.001, 'e': 0.1227015861857013}",20,8,22.251594676918582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2100,False,"{'a': 0.001, 'e': 0.1225789459298635}",25,18,-1.6509414201176393,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2101,False,"{'a': 0.001, 'e': 0.1224564282529819}",25,15,-22.495326484376026,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2102,False,"{'a': 0.001, 'e': 0.12233403303253876}",20,12,4.872706427701042,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2103,False,"{'a': 0.001, 'e': 0.12221176014613884}",30,16,-12.485922632390865,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
2104,False,"{'a': 0.001, 'e': 0.1220896094715092}",30,14,25.34054301123975,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2105,False,"{'a': 0.001, 'e': 0.12196758088649925}",25,11,23.772978390793927,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2106,False,"{'a': 0.001, 'e': 0.12184567426908036}",20,6,-70.29598744365329,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
2107,False,"{'a': 0.001, 'e': 0.12172388949734589}",30,0,44.715172454777495,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2108,False,"{'a': 0.001, 'e': 0.121602226449511}",20,11,4.467362124264055,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2109,False,"{'a': 0.001, 'e': 0.12148068500391276}",25,0,22.89325699146594,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2110,False,"{'a': 0.001, 'e': 0.12135926503900965}",20,8,-20.11204109519613,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
2111,False,"{'a': 0.001, 'e': 0.12123796643338168}",25,12,-15.908548467850405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
2112,False,"{'a': 0.001, 'e': 0.1211167890657302}",25,17,10.653958267203153,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2113,False,"{'a': 0.001, 'e': 0.12099573281487792}",25,15,19.432294884420898,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2114,False,"{'a': 0.001, 'e': 0.12087479755976856}",20,10,18.31102845410972,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2115,False,"{'a': 0.001, 'e': 0.12075398317946681}",30,8,24.795537512457035,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
2116,False,"{'a': 0.001, 'e': 0.12063328955315826}",25,10,-27.07455015313474,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
2117,False,"{'a': 0.001, 'e': 0.12051271656014938}",20,1,27.792544756399813,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2118,False,"{'a': 0.001, 'e': 0.12039226407986708}",20,12,14.881293616077903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2119,False,"{'a': 0.001, 'e': 0.12027193199185891}",20,5,28.194551481881106,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2120,False,"{'a': 0.001, 'e': 0.12015172017579269}",20,8,9.93693763062737,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2121,False,"{'a': 0.001, 'e': 0.12003162851145673}",30,18,9.58120951033641,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2122,False,"{'a': 0.001, 'e': 0.11991165687875927}",20,16,7.20412238048233,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2123,False,"{'a': 0.001, 'e': 0.11979180515772868}",25,15,-1.9147517110275891,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
2124,False,"{'a': 0.001, 'e': 0.11967207322851317}",20,11,15.73457758058638,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2125,False,"{'a': 0.001, 'e': 0.11955246097138093}",25,19,11.782985966081498,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2126,False,"{'a': 0.001, 'e': 0.11943296826671962}",20,2,28.100276051986942,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2127,False,"{'a': 0.001, 'e': 0.11931359499503652}",25,11,15.566375145173549,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2128,False,"{'a': 0.001, 'e': 0.11919434103695832}",20,7,-0.28414499711066066,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
2129,False,"{'a': 0.001, 'e': 0.11907520627323114}",20,8,9.558838278382915,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2130,False,"{'a': 0.001, 'e': 0.11895619058472015}",25,9,21.081743552708186,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
2131,False,"{'a': 0.001, 'e': 0.11883729385240965}",20,14,10.238392978320103,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2132,False,"{'a': 0.001, 'e': 0.11871851595740286}",30,12,31.16808951533973,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2133,False,"{'a': 0.001, 'e': 0.11859985678092198}",25,11,22.857557999098123,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2134,False,"{'a': 0.001, 'e': 0.11848131620430775}",20,10,16.105644262439302,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2135,False,"{'a': 0.001, 'e': 0.11836289410901962}",25,18,14.612711355792909,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2136,False,"{'a': 0.001, 'e': 0.1182445903766354}",20,12,-5.3130216592934145,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
2137,False,"{'a': 0.001, 'e': 0.11812640488885146}",25,2,22.60387334398865,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
2138,False,"{'a': 0.001, 'e': 0.11800833752748224}",30,0,38.756074588514785,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2139,False,"{'a': 0.001, 'e': 0.1178903881744604}",20,7,20.071645814156096,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2140,False,"{'a': 0.001, 'e': 0.1177725567118365}",30,18,18.56606682972186,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2141,False,"{'a': 0.001, 'e': 0.11765484302177918}",20,16,8.327407611051477,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2142,False,"{'a': 0.001, 'e': 0.11753724698657468}",20,12,15.129121069472715,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2143,False,"{'a': 0.001, 'e': 0.11741976848862698}",20,11,-50.65321441541716,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
2144,False,"{'a': 0.001, 'e': 0.11730240741045748}",25,19,10.611979353089856,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2145,False,"{'a': 0.001, 'e': 0.11718516363470523}",20,8,11.152545318256976,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2146,False,"{'a': 0.001, 'e': 0.11706803704412637}",20,2,-22.407460078381547,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
2147,False,"{'a': 0.001, 'e': 0.11695102752159432}",25,10,-24.586368638547484,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
2148,False,"{'a': 0.001, 'e': 0.11683413495009948}",25,12,20.25639265165866,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2149,False,"{'a': 0.001, 'e': 0.11671735921274938}",25,18,10.920320149391232,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2150,False,"{'a': 0.001, 'e': 0.11660070019276822}",25,18,11.649297237070344,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2151,False,"{'a': 0.001, 'e': 0.11648415777349697}",20,0,27.767202529381176,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
